genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Male;46;2323;5;3;6;neutral or dissatisfied
Male;32;1747;1;1;48;neutral or dissatisfied
Male;37;2458;2;1;0;neutral or dissatisfied
Female;48;1984;2;5;12;satisfied
Female;20;991;3;3;8;neutral or dissatisfied
Male;25;2501;4;4;0;satisfied
Male;26;581;3;3;22;neutral or dissatisfied
Male;23;2867;5;5;0;satisfied
Female;68;1041;2;3;33;neutral or dissatisfied
Male;58;2475;2;5;0;satisfied
Male;51;82;3;3;0;neutral or dissatisfied
Male;51;3288;5;5;152;satisfied
Male;34;399;5;3;33;satisfied
Male;47;3922;3;4;0;satisfied
Female;8;229;4;4;14;neutral or dissatisfied
Male;27;1046;5;5;0;satisfied
Female;33;259;3;3;6;neutral or dissatisfied
Female;33;1990;2;3;0;neutral or dissatisfied
Male;55;3766;3;3;185;satisfied
Male;46;1299;2;2;85;neutral or dissatisfied
Female;50;486;5;5;25;satisfied
Female;60;3914;4;5;0;satisfied
Female;73;373;4;3;0;neutral or dissatisfied
Female;43;843;3;4;0;satisfied
Female;66;575;3;4;2;neutral or dissatisfied
Male;44;425;4;5;0;satisfied
Female;58;2816;3;2;0;satisfied
Male;21;100;1;1;0;neutral or dissatisfied
Female;22;2074;3;3;0;neutral or dissatisfied
Female;42;237;2;4;11;satisfied
Female;42;550;1;2;58;neutral or dissatisfied
Male;33;3204;4;4;0;satisfied
Male;26;955;5;5;0;neutral or dissatisfied
Male;46;3660;2;5;3;satisfied
Male;10;2136;4;4;1;satisfied
Female;28;882;1;1;0;neutral or dissatisfied
Female;47;2200;5;5;0;satisfied
Female;10;480;1;1;0;neutral or dissatisfied
Female;40;3906;5;3;0;satisfied
Male;50;447;4;3;2;satisfied
Female;43;328;2;4;1;satisfied
Female;48;626;2;4;0;satisfied
Female;25;1069;2;2;41;neutral or dissatisfied
Female;48;733;3;3;2;neutral or dissatisfied
Female;36;337;2;2;152;neutral or dissatisfied
Male;51;311;3;4;0;satisfied
Female;9;862;3;3;1;satisfied
Male;41;387;5;5;23;satisfied
Male;44;2136;3;4;0;satisfied
Female;55;892;5;5;16;neutral or dissatisfied
Female;33;216;1;1;0;neutral or dissatisfied
Female;43;746;3;3;191;neutral or dissatisfied
Male;44;2139;2;2;1;neutral or dissatisfied
Female;10;1010;3;3;66;neutral or dissatisfied
Male;39;190;4;5;0;satisfied
Female;57;3989;2;4;0;satisfied
Male;53;1596;2;3;0;satisfied
Female;40;3194;3;3;0;satisfied
Male;41;3036;4;5;40;satisfied
Female;40;1542;5;5;138;satisfied
Female;42;417;3;4;7;satisfied
Male;44;564;5;5;79;satisfied
Male;16;395;5;5;81;neutral or dissatisfied
Male;41;3103;5;5;5;satisfied
Female;46;1721;3;5;0;satisfied
Female;32;2900;2;2;0;neutral or dissatisfied
Female;36;134;4;3;23;satisfied
Female;40;2994;4;4;0;satisfied
Male;43;137;3;2;43;satisfied
Female;37;1752;1;1;0;satisfied
Male;47;631;5;5;0;neutral or dissatisfied
Male;27;551;2;2;0;satisfied
Male;28;292;2;2;0;neutral or dissatisfied
Female;10;153;5;5;115;neutral or dissatisfied
Female;26;581;3;3;2;neutral or dissatisfied
Female;28;2486;3;3;3;neutral or dissatisfied
Male;54;695;3;5;0;satisfied
Male;46;2176;2;4;84;satisfied
Male;19;1024;4;4;0;satisfied
Male;64;302;2;2;4;neutral or dissatisfied
Female;22;458;3;3;35;satisfied
Male;30;408;3;3;24;neutral or dissatisfied
Female;22;677;4;4;4;satisfied
Female;21;542;5;5;0;satisfied
Male;45;3709;3;3;0;satisfied
Male;53;223;5;5;0;neutral or dissatisfied
Male;54;1846;3;3;27;neutral or dissatisfied
Female;59;2513;1;1;0;neutral or dissatisfied
Female;18;231;4;4;32;neutral or dissatisfied
Male;16;895;3;3;17;neutral or dissatisfied
Male;8;364;5;5;0;neutral or dissatisfied
Male;27;223;5;5;0;satisfied
Male;37;304;2;2;72;neutral or dissatisfied
Male;50;808;2;2;7;neutral or dissatisfied
Female;40;746;4;4;0;neutral or dissatisfied
Female;62;2586;1;5;0;neutral or dissatisfied
Female;67;460;3;5;0;neutral or dissatisfied
Female;44;3918;4;5;0;satisfied
Male;34;862;2;2;63;neutral or dissatisfied
Male;32;2845;4;4;12;satisfied
Male;50;397;3;3;0;satisfied
Male;31;468;3;3;0;neutral or dissatisfied
Male;44;409;3;3;0;neutral or dissatisfied
Male;31;1774;4;4;0;satisfied
Male;58;545;2;2;0;neutral or dissatisfied
Male;33;2640;5;5;0;neutral or dissatisfied
Male;35;2846;2;3;18;satisfied
Female;54;597;5;3;0;neutral or dissatisfied
Female;45;484;3;4;0;neutral or dissatisfied
Female;29;836;5;5;0;satisfied
Female;59;650;3;1;0;satisfied
Male;37;199;4;4;25;neutral or dissatisfied
Female;20;852;5;5;20;neutral or dissatisfied
Male;25;616;4;4;0;satisfied
Male;52;936;5;4;0;satisfied
Female;37;3117;1;2;0;satisfied
Female;56;2053;2;3;1;satisfied
Female;31;451;1;1;0;neutral or dissatisfied
Male;58;1345;2;5;0;satisfied
Female;45;2402;4;3;0;satisfied
Female;27;1084;4;4;0;satisfied
Male;14;925;1;1;32;neutral or dissatisfied
Female;25;83;1;1;0;neutral or dissatisfied
Male;40;3360;5;5;0;satisfied
Male;48;3497;5;4;0;satisfied
Male;59;2586;4;4;20;satisfied
Male;58;1447;3;5;0;satisfied
Female;46;3986;2;5;0;satisfied
Male;46;948;1;1;1;neutral or dissatisfied
Female;22;391;3;3;0;neutral or dissatisfied
Male;10;628;3;3;1;satisfied
Female;29;594;4;4;18;neutral or dissatisfied
Male;17;788;3;3;52;neutral or dissatisfied
Female;47;2049;3;3;0;satisfied
Female;48;589;5;4;0;satisfied
Male;35;1499;3;3;23;neutral or dissatisfied
Male;27;227;3;3;0;satisfied
Female;44;1910;2;4;8;neutral or dissatisfied
Male;41;277;3;4;0;satisfied
Male;26;90;2;2;15;neutral or dissatisfied
Female;55;1800;3;2;0;satisfied
Female;33;3643;4;3;0;neutral or dissatisfied
Female;24;1005;4;4;11;satisfied
Male;24;446;2;2;51;neutral or dissatisfied
Female;41;305;2;1;0;satisfied
Male;49;516;4;4;0;satisfied
Male;31;1535;3;3;3;satisfied
Female;66;237;5;3;18;neutral or dissatisfied
Male;26;200;2;2;0;neutral or dissatisfied
Male;48;3800;5;4;0;satisfied
Male;48;631;5;5;12;neutral or dissatisfied
Male;37;1052;3;3;8;neutral or dissatisfied
Female;18;265;4;4;0;satisfied
Female;67;438;2;4;104;neutral or dissatisfied
Female;58;3490;3;3;12;satisfied
Male;26;3106;3;3;0;neutral or dissatisfied
Male;36;1783;5;3;2;satisfied
Female;60;2207;5;4;0;satisfied
Female;34;1204;1;3;36;neutral or dissatisfied
Male;24;584;3;3;13;satisfied
Male;66;259;3;2;0;satisfied
Male;64;141;1;5;0;satisfied
Female;42;1117;1;3;0;satisfied
Female;42;2365;3;5;0;satisfied
Male;39;153;4;3;0;satisfied
Male;18;671;3;3;0;neutral or dissatisfied
Male;60;3916;5;5;1;satisfied
Male;67;581;2;2;72;neutral or dissatisfied
Male;53;802;2;2;31;neutral or dissatisfied
Female;48;1700;3;3;0;satisfied
Male;23;1514;5;5;1;satisfied
Male;35;925;3;3;2;neutral or dissatisfied
Female;21;373;4;4;31;neutral or dissatisfied
Male;23;909;4;4;1;neutral or dissatisfied
Male;33;1990;4;4;0;satisfied
Male;42;293;5;5;0;neutral or dissatisfied
Male;24;1345;5;5;26;neutral or dissatisfied
Female;11;311;5;5;32;neutral or dissatisfied
Male;21;294;1;1;0;neutral or dissatisfied
Male;30;719;3;3;45;neutral or dissatisfied
Female;47;1967;3;4;81;satisfied
Male;48;349;2;2;28;neutral or dissatisfied
Male;64;304;5;5;0;satisfied
Male;44;1754;2;2;0;neutral or dissatisfied
Male;25;2739;3;3;16;neutral or dissatisfied
Female;41;3170;2;5;0;satisfied
Male;54;1524;3;3;17;satisfied
Male;30;160;4;4;0;neutral or dissatisfied
Male;15;870;5;5;0;neutral or dissatisfied
Male;11;1036;3;3;4;neutral or dissatisfied
Female;51;1504;4;4;0;neutral or dissatisfied
Female;46;2288;2;5;0;neutral or dissatisfied
Female;32;3200;1;1;38;neutral or dissatisfied
Female;33;393;3;3;10;neutral or dissatisfied
Female;30;2303;2;2;0;satisfied
Male;21;1120;1;1;38;neutral or dissatisfied
Female;31;1751;2;2;9;neutral or dissatisfied
Male;10;223;3;3;52;neutral or dissatisfied
Male;44;361;4;4;0;satisfied
Female;27;259;2;2;25;neutral or dissatisfied
Male;56;3805;2;4;0;satisfied
Female;51;2065;2;3;0;neutral or dissatisfied
Female;32;2423;4;4;0;satisfied
Female;25;448;1;1;13;neutral or dissatisfied
Male;41;746;3;4;0;satisfied
Male;41;1514;2;3;0;satisfied
Male;23;3991;3;3;0;satisfied
Male;24;680;1;1;0;neutral or dissatisfied
Male;38;2486;2;3;57;satisfied
Male;69;859;1;1;5;neutral or dissatisfied
Male;24;1105;5;5;0;satisfied
Female;25;406;4;4;9;neutral or dissatisfied
Male;63;936;2;3;166;neutral or dissatisfied
Female;26;399;2;2;0;neutral or dissatisfied
Male;38;1008;5;5;0;neutral or dissatisfied
Female;62;577;2;2;7;neutral or dissatisfied
Male;21;393;2;2;1;neutral or dissatisfied
Male;36;134;4;4;0;neutral or dissatisfied
Male;56;937;3;3;7;neutral or dissatisfied
Male;42;762;3;3;9;neutral or dissatisfied
Male;28;484;4;4;0;satisfied
Female;25;1009;5;5;0;satisfied
Male;44;371;4;4;1;neutral or dissatisfied
Female;35;1197;4;4;0;neutral or dissatisfied
Female;29;1647;4;4;0;satisfied
Female;24;669;3;3;0;satisfied
Male;27;632;1;1;0;neutral or dissatisfied
Female;26;1237;5;5;0;neutral or dissatisfied
Female;25;157;2;2;0;neutral or dissatisfied
Male;43;2985;2;1;0;satisfied
Female;56;2009;3;5;0;satisfied
Male;46;2189;4;3;0;satisfied
Female;40;689;5;5;0;neutral or dissatisfied
Female;25;1379;4;4;0;satisfied
Female;66;224;5;1;7;neutral or dissatisfied
Female;40;948;4;4;0;satisfied
Male;51;177;3;2;87;neutral or dissatisfied
Male;36;733;1;1;0;neutral or dissatisfied
Female;30;888;5;5;109;neutral or dissatisfied
Female;26;643;5;5;0;neutral or dissatisfied
Female;27;907;3;3;0;neutral or dissatisfied
Female;29;1440;5;5;0;neutral or dissatisfied
Female;39;1114;2;2;0;neutral or dissatisfied
Female;51;3873;4;3;2;satisfied
Female;39;725;2;5;0;satisfied
Female;17;349;2;2;0;neutral or dissatisfied
Female;23;377;2;2;0;neutral or dissatisfied
Female;13;277;5;5;9;neutral or dissatisfied
Female;42;1744;5;3;10;satisfied
Male;61;349;1;1;0;neutral or dissatisfied
Female;41;2400;3;3;0;satisfied
Female;67;573;5;3;7;neutral or dissatisfied
Female;41;1068;2;2;0;neutral or dissatisfied
Female;59;2205;2;4;5;satisfied
Female;33;270;3;3;39;neutral or dissatisfied
Female;44;587;4;5;1;satisfied
Female;48;862;1;2;0;neutral or dissatisfied
Male;14;869;1;1;12;neutral or dissatisfied
Male;24;1542;2;2;0;neutral or dissatisfied
Male;56;226;4;5;0;satisfied
Male;36;862;3;3;21;satisfied
Female;43;3657;2;5;0;satisfied
Male;22;1733;2;2;28;neutral or dissatisfied
Male;65;651;1;1;0;satisfied
Female;22;223;3;3;11;neutral or dissatisfied
Female;56;143;3;2;0;satisfied
Female;39;2176;2;1;0;neutral or dissatisfied
Male;16;515;4;4;15;neutral or dissatisfied
Male;39;319;4;3;31;satisfied
Male;60;1705;1;1;0;satisfied
Male;20;1273;3;3;0;neutral or dissatisfied
Male;32;562;4;4;87;neutral or dissatisfied
Female;39;373;3;3;8;neutral or dissatisfied
Male;12;236;1;1;32;neutral or dissatisfied
Male;67;502;5;5;0;neutral or dissatisfied
Female;35;809;3;3;7;neutral or dissatisfied
Female;29;1618;4;4;4;satisfied
Female;13;804;4;4;0;satisfied
Male;19;342;4;4;0;neutral or dissatisfied
Female;37;366;1;1;0;neutral or dissatisfied
Female;9;2475;4;2;0;neutral or dissatisfied
Male;27;269;4;4;0;neutral or dissatisfied
Male;60;989;5;5;0;satisfied
Female;20;187;5;5;0;neutral or dissatisfied
Male;33;651;4;4;0;neutral or dissatisfied
Male;25;296;5;5;0;neutral or dissatisfied
Female;58;908;1;3;0;neutral or dissatisfied
Male;51;2173;2;5;0;satisfied
Female;59;2096;5;4;2;satisfied
Male;13;1416;5;5;10;neutral or dissatisfied
Female;43;2586;5;3;0;neutral or dissatisfied
Male;10;102;3;3;33;neutral or dissatisfied
Female;48;695;3;3;0;satisfied
Female;38;333;4;4;0;satisfied
Male;40;1371;1;1;12;neutral or dissatisfied
Female;50;190;3;4;0;neutral or dissatisfied
Female;41;1120;2;2;0;neutral or dissatisfied
Female;52;763;4;4;0;satisfied
Female;17;2963;2;2;69;neutral or dissatisfied
Female;51;308;4;4;0;neutral or dissatisfied
Female;51;216;5;4;2;satisfied
Male;27;733;2;2;23;neutral or dissatisfied
Male;50;2043;2;5;0;satisfied
Female;24;460;5;5;0;neutral or dissatisfied
Male;44;287;4;4;0;neutral or dissatisfied
Female;33;1190;1;1;5;satisfied
Male;47;3444;5;2;0;neutral or dissatisfied
Male;29;946;2;2;0;neutral or dissatisfied
Female;44;1048;3;4;40;neutral or dissatisfied
Female;8;919;2;2;5;neutral or dissatisfied
Male;62;458;2;2;0;neutral or dissatisfied
Female;56;182;5;1;0;neutral or dissatisfied
Male;43;109;3;3;0;neutral or dissatisfied
Female;8;577;1;1;0;neutral or dissatisfied
Male;43;3672;2;5;10;satisfied
Male;36;2166;5;1;0;neutral or dissatisfied
Male;40;589;3;3;43;satisfied
Female;66;696;3;3;31;satisfied
Female;40;1009;4;4;0;neutral or dissatisfied
Female;52;1136;1;1;1;satisfied
Male;47;1793;2;4;0;satisfied
Male;55;515;1;1;92;neutral or dissatisfied
Male;39;102;4;2;9;satisfied
Female;54;1487;2;3;0;satisfied
Female;8;393;4;4;0;neutral or dissatisfied
Male;38;347;4;4;0;neutral or dissatisfied
Male;21;641;2;2;73;neutral or dissatisfied
Male;15;74;4;4;0;neutral or dissatisfied
Female;20;846;1;1;4;neutral or dissatisfied
Male;60;214;1;1;0;neutral or dissatisfied
Male;47;2446;1;4;26;neutral or dissatisfied
Female;40;432;1;1;0;neutral or dissatisfied
Male;52;643;2;2;0;satisfied
Male;42;3251;2;3;51;satisfied
Male;32;331;3;3;0;neutral or dissatisfied
Male;20;1069;1;1;0;neutral or dissatisfied
Female;51;151;3;4;0;satisfied
Female;20;642;5;5;0;neutral or dissatisfied
Male;52;114;2;2;0;satisfied
Female;20;956;4;4;34;satisfied
Male;41;3864;4;3;11;satisfied
Male;52;762;2;4;0;satisfied
Female;27;472;3;3;0;satisfied
Female;34;2728;5;4;0;satisfied
Female;42;2401;3;5;0;satisfied
Male;39;594;1;5;0;satisfied
Male;57;86;1;1;0;neutral or dissatisfied
Female;30;711;2;2;0;neutral or dissatisfied
Male;38;944;5;5;0;neutral or dissatisfied
Female;34;597;2;2;0;neutral or dissatisfied
Male;46;2803;3;4;0;satisfied
Male;48;3896;4;5;37;satisfied
Female;44;507;2;2;0;satisfied
Male;25;590;4;4;0;neutral or dissatisfied
Male;65;1199;2;1;29;neutral or dissatisfied
Female;17;147;5;5;65;neutral or dissatisfied
Female;39;270;3;5;20;satisfied
Male;59;834;5;5;0;neutral or dissatisfied
Female;40;657;4;4;4;neutral or dissatisfied
Male;56;1723;2;2;15;neutral or dissatisfied
Male;42;282;3;3;0;neutral or dissatisfied
Female;64;1182;4;3;0;neutral or dissatisfied
Male;51;351;5;5;72;satisfied
Female;39;622;4;4;47;neutral or dissatisfied
Male;25;227;3;3;0;satisfied
Female;42;2428;2;4;0;satisfied
Female;37;368;4;4;2;satisfied
Male;51;948;2;4;3;satisfied
Male;42;3228;3;3;0;satisfied
Male;22;978;4;4;0;satisfied
Female;19;1532;4;4;0;neutral or dissatisfied
Female;51;622;5;3;22;satisfied
Male;45;869;1;1;7;neutral or dissatisfied
Female;20;812;3;3;0;satisfied
Female;52;1598;5;5;0;satisfied
Male;43;3144;3;2;5;neutral or dissatisfied
Male;43;448;2;5;31;satisfied
Male;16;1005;1;1;0;neutral or dissatisfied
Male;44;1979;2;2;0;neutral or dissatisfied
Female;29;1949;3;3;0;neutral or dissatisfied
Female;53;409;4;4;29;satisfied
Male;41;226;4;4;0;neutral or dissatisfied
Male;38;2342;1;1;0;satisfied
Male;54;3444;1;2;104;neutral or dissatisfied
Male;46;3848;3;4;30;satisfied
Female;39;910;4;4;0;satisfied
Male;38;1005;5;5;0;neutral or dissatisfied
Female;20;544;3;3;24;neutral or dissatisfied
Female;15;1013;1;1;11;satisfied
Male;33;982;2;2;31;neutral or dissatisfied
Female;57;474;4;4;0;neutral or dissatisfied
Male;37;239;5;5;0;neutral or dissatisfied
Female;37;472;1;2;32;satisfied
Male;42;182;2;5;15;satisfied
Female;36;551;5;1;0;neutral or dissatisfied
Male;31;475;4;4;0;neutral or dissatisfied
Male;31;1069;5;5;72;neutral or dissatisfied
Male;39;944;2;2;0;neutral or dissatisfied
Female;52;534;1;1;0;neutral or dissatisfied
Female;47;1848;4;4;6;satisfied
Male;10;479;3;3;3;neutral or dissatisfied
Male;32;541;4;4;85;satisfied
Female;59;77;3;3;0;neutral or dissatisfied
Female;17;964;1;1;140;neutral or dissatisfied
Male;61;1728;2;4;0;neutral or dissatisfied
Male;38;166;3;3;0;neutral or dissatisfied
Male;37;594;5;5;0;neutral or dissatisfied
Female;51;483;4;4;0;satisfied
Male;39;722;5;4;0;satisfied
Female;46;925;3;3;17;satisfied
Female;18;954;3;3;12;neutral or dissatisfied
Female;58;3556;4;3;0;satisfied
Female;36;1738;5;2;0;satisfied
Female;10;2419;2;2;0;neutral or dissatisfied
Male;59;1464;3;3;64;neutral or dissatisfied
Female;34;251;2;3;37;satisfied
Male;41;3063;4;5;3;satisfied
Female;39;312;2;2;0;neutral or dissatisfied
Male;19;926;2;2;0;satisfied
Male;21;853;1;1;3;satisfied
Female;31;447;5;5;5;satisfied
Male;53;1739;2;2;5;neutral or dissatisfied
Male;28;2239;5;5;0;satisfied
Male;57;931;4;4;0;neutral or dissatisfied
Male;68;432;4;4;0;neutral or dissatisfied
Male;50;293;2;5;0;satisfied
Female;37;1056;4;4;0;neutral or dissatisfied
Female;51;1618;2;3;0;satisfied
Male;38;356;2;2;0;satisfied
Female;37;340;2;2;0;neutral or dissatisfied
Male;36;641;3;3;0;neutral or dissatisfied
Female;65;1086;5;5;0;satisfied
Male;57;3923;5;3;2;satisfied
Female;18;546;5;5;0;neutral or dissatisfied
Female;29;507;5;5;19;satisfied
Male;9;2370;4;4;0;neutral or dissatisfied
Female;26;1055;2;2;5;neutral or dissatisfied
Male;63;3699;5;3;0;satisfied
Male;21;646;3;3;0;satisfied
Female;9;116;4;4;0;neutral or dissatisfied
Male;68;436;5;5;110;neutral or dissatisfied
Male;38;3945;5;3;0;satisfied
Male;29;643;3;3;4;neutral or dissatisfied
Female;8;590;1;1;0;neutral or dissatisfied
Male;36;1438;1;1;12;neutral or dissatisfied
Male;33;874;1;1;0;neutral or dissatisfied
Male;41;441;5;4;0;satisfied
Female;31;1635;2;2;21;neutral or dissatisfied
Female;48;342;3;4;2;neutral or dissatisfied
Male;17;1020;5;5;0;neutral or dissatisfied
Male;30;483;3;3;0;satisfied
Male;19;1464;2;2;1;neutral or dissatisfied
Male;39;2443;4;3;0;satisfied
Male;35;370;1;1;7;neutral or dissatisfied
Female;25;524;5;5;0;neutral or dissatisfied
Male;63;496;1;1;0;neutral or dissatisfied
Female;46;1144;4;3;2;satisfied
Male;69;177;2;2;0;neutral or dissatisfied
Female;60;192;3;5;0;satisfied
Female;41;748;4;4;0;satisfied
Female;31;1045;5;5;10;satisfied
Female;21;641;2;2;0;neutral or dissatisfied
Female;41;2465;2;4;0;neutral or dissatisfied
Female;43;3047;1;3;39;satisfied
Female;43;1659;5;4;60;satisfied
Male;25;606;3;3;0;neutral or dissatisfied
Male;32;946;4;4;0;satisfied
Female;42;3496;1;1;4;satisfied
Female;26;190;5;5;34;neutral or dissatisfied
Male;58;3974;4;5;0;satisfied
Male;55;133;5;5;0;satisfied
Female;51;328;4;5;0;neutral or dissatisfied
Male;35;1683;4;5;0;satisfied
Female;15;2602;3;4;26;neutral or dissatisfied
Male;22;853;5;5;6;neutral or dissatisfied
Female;23;1189;5;5;77;neutral or dissatisfied
Male;50;135;3;4;0;satisfied
Female;15;1146;1;1;50;neutral or dissatisfied
Male;51;954;4;4;17;neutral or dissatisfied
Male;44;1598;4;4;13;neutral or dissatisfied
Male;51;692;2;1;0;neutral or dissatisfied
Female;26;1449;1;1;0;neutral or dissatisfied
Female;50;3520;2;2;338;neutral or dissatisfied
Female;40;1589;2;5;0;satisfied
Female;35;1671;3;3;0;neutral or dissatisfied
Male;37;301;4;4;0;satisfied
Female;16;468;4;4;0;neutral or dissatisfied
Female;40;620;4;2;67;satisfied
Female;42;3348;2;4;10;satisfied
Male;39;1195;3;1;170;neutral or dissatisfied
Female;21;1182;2;2;0;neutral or dissatisfied
Female;55;356;1;2;7;neutral or dissatisfied
Female;44;516;4;4;0;neutral or dissatisfied
Male;38;634;4;4;0;neutral or dissatisfied
Female;69;2038;2;2;21;neutral or dissatisfied
Male;43;2176;4;4;0;satisfied
Male;57;386;3;3;31;neutral or dissatisfied
Female;42;990;2;5;0;neutral or dissatisfied
Male;17;646;3;3;0;neutral or dissatisfied
Male;44;2586;2;2;0;satisfied
Female;39;3516;4;4;5;satisfied
Female;46;438;3;5;0;satisfied
Female;22;2442;2;5;2;neutral or dissatisfied
Male;20;1166;3;3;0;neutral or dissatisfied
Female;23;772;5;5;0;satisfied
Female;45;407;5;1;50;neutral or dissatisfied
Male;39;2367;5;5;0;neutral or dissatisfied
Female;10;575;2;2;0;neutral or dissatisfied
Male;20;321;5;5;0;neutral or dissatisfied
Female;44;230;3;3;0;satisfied
Male;24;948;2;2;20;neutral or dissatisfied
Female;39;526;2;2;0;neutral or dissatisfied
Female;23;358;2;2;1;satisfied
Female;37;452;1;4;19;neutral or dissatisfied
Female;51;1024;2;2;15;neutral or dissatisfied
Male;44;1114;5;5;45;satisfied
Female;24;578;2;2;0;neutral or dissatisfied
Female;38;224;4;4;0;neutral or dissatisfied
Male;60;2342;1;1;7;neutral or dissatisfied
Female;30;912;4;4;61;neutral or dissatisfied
Female;23;2329;4;4;6;neutral or dissatisfied
Female;39;1024;4;4;0;neutral or dissatisfied
Female;59;158;5;4;8;neutral or dissatisfied
Female;24;260;3;3;0;neutral or dissatisfied
Male;22;925;5;5;0;neutral or dissatisfied
Male;49;265;2;3;0;satisfied
Female;31;2402;2;2;0;neutral or dissatisfied
Male;54;2994;3;3;0;satisfied
Female;54;134;5;3;2;neutral or dissatisfied
Male;37;882;2;2;14;neutral or dissatisfied
Male;39;2026;1;4;62;neutral or dissatisfied
Female;43;1081;2;2;0;neutral or dissatisfied
Female;18;1444;1;1;47;neutral or dissatisfied
Female;43;731;3;5;0;satisfied
Male;31;1699;1;1;0;neutral or dissatisfied
Male;58;134;4;4;0;satisfied
Female;39;1586;5;1;0;neutral or dissatisfied
Male;53;1721;4;4;0;satisfied
Female;17;1986;3;3;0;neutral or dissatisfied
Male;62;503;3;3;0;neutral or dissatisfied
Female;57;738;2;4;8;satisfied
Male;45;1020;5;5;0;satisfied
Female;55;2053;5;3;0;satisfied
Female;20;109;1;1;0;neutral or dissatisfied
Male;51;2748;4;2;0;neutral or dissatisfied
Female;47;406;3;4;0;neutral or dissatisfied
Female;49;624;4;2;113;neutral or dissatisfied
Male;13;770;1;1;63;satisfied
Male;58;632;2;3;63;neutral or dissatisfied
Male;45;737;2;2;0;satisfied
Male;44;395;4;5;0;satisfied
Female;23;190;3;3;81;satisfied
Male;27;2358;3;3;0;satisfied
Female;56;106;4;1;0;satisfied
Male;29;2118;5;5;0;satisfied
Male;41;461;4;4;20;satisfied
Male;38;356;2;2;41;neutral or dissatisfied
